Date,Vegetable,Noida Price
25-05-2022,Beetroot,38
26-05-2022,Beetroot,38
27-05-2022,Beetroot,38
28-05-2022,Beetroot,37
29-05-2022,Beetroot,37
30-05-2022,Beetroot,37
31-05-2022,Beetroot,37
01-06-2022,Beetroot,35
02-06-2022,Beetroot,35
03-06-2022,Beetroot,35
04-06-2022,Beetroot,36
05-06-2022,Beetroot,36
06-06-2022,Beetroot,36
07-06-2022,Beetroot,38
08-06-2022,Beetroot,38
09-06-2022,Beetroot,38
10-06-2022,Beetroot,38
11-06-2022,Beetroot,39
12-06-2022,Beetroot,39
13-06-2022,Beetroot,39
14-06-2022,Beetroot,35
15-06-2022,Beetroot,35
16-06-2022,Beetroot,35
17-06-2022,Beetroot,35
18-06-2022,Beetroot,37
19-06-2022,Beetroot,37
20-06-2022,Beetroot,36
21-06-2022,Beetroot,36
22-06-2022,Beetroot,36
23-06-2022,Beetroot,38
24-06-2022,Beetroot,38
25-06-2022,Beetroot,38
26-06-2022,Beetroot,38
27-06-2022,Beetroot,37
28-06-2022,Beetroot,37
29-06-2022,Beetroot,37
30-06-2022,Beetroot,37
01-07-2022,Beetroot,37
02-07-2022,Beetroot,37
03-07-2022,Beetroot,37
04-07-2022,Beetroot,35
05-07-2022,Beetroot,35
06-07-2022,Beetroot,35
07-07-2022,Beetroot,35
08-07-2022,Beetroot,35
09-07-2022,Beetroot,39
10-07-2022,Beetroot,39
11-07-2022,Beetroot,39
12-07-2022,Beetroot,40
13-07-2022,Beetroot,40
14-07-2022,Beetroot,39
15-07-2022,Beetroot,39
16-07-2022,Beetroot,39
17-07-2022,Beetroot,54
18-07-2022,Beetroot,54
19-07-2022,Beetroot,54
20-07-2022,Beetroot,54
21-07-2022,Beetroot,53
22-07-2022,Beetroot,53
23-07-2022,Beetroot,53
24-07-2022,Beetroot,41
25-07-2022,Beetroot,41
26-07-2022,Beetroot,41
27-07-2022,Beetroot,41
28-07-2022,Beetroot,41
29-07-2022,Beetroot,41
30-07-2022,Beetroot,41
31-07-2022,Beetroot,41
01-08-2022,Beetroot,40
02-08-2022,Beetroot,40
03-08-2022,Beetroot,40
04-08-2022,Beetroot,43
05-08-2022,Beetroot,43
06-08-2022,Beetroot,43
07-08-2022,Beetroot,43
08-08-2022,Beetroot,45
09-08-2022,Beetroot,45
10-08-2022,Beetroot,45
11-08-2022,Beetroot,45
12-08-2022,Beetroot,45
13-08-2022,Beetroot,44
14-08-2022,Beetroot,44
15-08-2022,Beetroot,44
16-08-2022,Beetroot,44
17-08-2022,Beetroot,44
18-08-2022,Beetroot,42
19-08-2022,Beetroot,42
20-08-2022,Beetroot,42
21-08-2022,Beetroot,36
22-08-2022,Beetroot,36
23-08-2022,Beetroot,36
24-08-2022,Beetroot,30
25-08-2022,Beetroot,30
26-08-2022,Beetroot,35
27-08-2022,Beetroot,35
28-08-2022,Beetroot,35
29-08-2022,Beetroot,35
30-08-2022,Beetroot,30
31-08-2022,Beetroot,30
01-09-2022,Beetroot,32
02-09-2022,Beetroot,32
03-09-2022,Beetroot,32
04-09-2022,Beetroot,32
05-09-2022,Beetroot,32
06-09-2022,Beetroot,35
07-09-2022,Beetroot,35
08-09-2022,Beetroot,35
09-09-2022,Beetroot,35
10-09-2022,Beetroot,35
11-09-2022,Beetroot,34
12-09-2022,Beetroot,34
13-09-2022,Beetroot,34
14-09-2022,Beetroot,34
15-09-2022,Beetroot,34
16-09-2022,Beetroot,36
17-09-2022,Beetroot,36
18-09-2022,Beetroot,36
19-09-2022,Beetroot,34
20-09-2022,Beetroot,34
21-09-2022,Beetroot,34
22-09-2022,Beetroot,33
23-09-2022,Beetroot,33
24-09-2022,Beetroot,33
25-09-2022,Beetroot,43
26-09-2022,Beetroot,43
27-09-2022,Beetroot,43
28-09-2022,Beetroot,36
29-09-2022,Beetroot,36
30-09-2022,Beetroot,44
01-10-2022,Beetroot,44
02-10-2022,Beetroot,44
03-10-2022,Beetroot,41
04-10-2022,Beetroot,41
05-10-2022,Beetroot,41
06-10-2022,Beetroot,36
07-10-2022,Beetroot,36
08-10-2022,Beetroot,44
09-10-2022,Beetroot,44
10-10-2022,Beetroot,44
11-10-2022,Beetroot,44
12-10-2022,Beetroot,38
13-10-2022,Beetroot,38
14-10-2022,Beetroot,38
15-10-2022,Beetroot,42
16-10-2022,Beetroot,42
17-10-2022,Beetroot,42
18-10-2022,Beetroot,40
19-10-2022,Beetroot,40
20-10-2022,Beetroot,40
21-10-2022,Beetroot,40
22-10-2022,Beetroot,40
23-10-2022,Beetroot,40
24-10-2022,Beetroot,40
25-10-2022,Beetroot,40
26-10-2022,Beetroot,40
27-10-2022,Beetroot,38
28-10-2022,Beetroot,38
29-10-2022,Beetroot,38
30-10-2022,Beetroot,38
31-10-2022,Beetroot,38
01-11-2022,Beetroot,38
02-11-2022,Beetroot,38
03-11-2022,Beetroot,37
04-11-2022,Beetroot,37
05-11-2022,Beetroot,37
06-11-2022,Beetroot,45
07-11-2022,Beetroot,45
08-11-2022,Beetroot,45
09-11-2022,Beetroot,38
10-11-2022,Beetroot,38
11-11-2022,Beetroot,38
12-11-2022,Beetroot,43
13-11-2022,Beetroot,43
14-11-2022,Beetroot,43
15-11-2022,Beetroot,43
16-11-2022,Beetroot,43
17-11-2022,Beetroot,43
18-11-2022,Beetroot,36
19-11-2022,Beetroot,36
20-11-2022,Beetroot,36
21-11-2022,Beetroot,37
22-11-2022,Beetroot,37
23-11-2022,Beetroot,37
24-11-2022,Beetroot,35
25-11-2022,Beetroot,35
26-11-2022,Beetroot,36
27-11-2022,Beetroot,36
28-11-2022,Beetroot,37
29-11-2022,Beetroot,37
30-11-2022,Beetroot,37
01-12-2022,Beetroot,37
02-12-2022,Beetroot,37
03-12-2022,Beetroot,36
04-12-2022,Beetroot,36
05-12-2022,Beetroot,36
06-12-2022,Beetroot,36
07-12-2022,Beetroot,36
08-12-2022,Beetroot,36
09-12-2022,Beetroot,36
10-12-2022,Beetroot,35
11-12-2022,Beetroot,35
12-12-2022,Beetroot,35
13-12-2022,Beetroot,35
14-12-2022,Beetroot,38
15-12-2022,Beetroot,38
16-12-2022,Beetroot,38
17-12-2022,Beetroot,38
18-12-2022,Beetroot,36
19-12-2022,Beetroot,36
20-12-2022,Beetroot,36
21-12-2022,Beetroot,36
22-12-2022,Beetroot,40
23-12-2022,Beetroot,40
24-12-2022,Beetroot,33
25-12-2022,Beetroot,33
26-12-2022,Beetroot,33
27-12-2022,Beetroot,39
28-12-2022,Beetroot,39
29-12-2022,Beetroot,37
30-12-2022,Beetroot,37
31-12-2022,Beetroot,37
01-01-2023,Beetroot,37
02-01-2023,Beetroot,36
03-01-2023,Beetroot,36
04-01-2023,Beetroot,34
05-01-2023,Beetroot,34
06-01-2023,Beetroot,34
07-01-2023,Beetroot,34
08-01-2023,Beetroot,31
09-01-2023,Beetroot,31
10-01-2023,Beetroot,31
11-01-2023,Beetroot,33
12-01-2023,Beetroot,33
13-01-2023,Beetroot,33
14-01-2023,Beetroot,35
15-01-2023,Beetroot,35
16-01-2023,Beetroot,35
17-01-2023,Beetroot,35
18-01-2023,Beetroot,30
19-01-2023,Beetroot,30
20-01-2023,Beetroot,34
21-01-2023,Beetroot,30
22-01-2023,Beetroot,30
23-01-2023,Beetroot,30
24-01-2023,Beetroot,30
25-01-2023,Beetroot,37
26-01-2023,Beetroot,37
27-01-2023,Beetroot,37
28-01-2023,Beetroot,38
29-01-2023,Beetroot,38
30-01-2023,Beetroot,38
31-01-2023,Beetroot,36
01-02-2023,Beetroot,36
02-02-2023,Beetroot,36
03-02-2023,Beetroot,39
04-02-2023,Beetroot,39
05-02-2023,Beetroot,39
06-02-2023,Beetroot,35
07-02-2023,Beetroot,35
08-02-2023,Beetroot,35
09-02-2023,Beetroot,35
10-02-2023,Beetroot,35
11-02-2023,Beetroot,35
12-02-2023,Beetroot,37
13-02-2023,Beetroot,37
14-02-2023,Beetroot,37
15-02-2023,Beetroot,37
16-02-2023,Beetroot,38
17-02-2023,Beetroot,38
18-02-2023,Beetroot,38
19-02-2023,Beetroot,38
20-02-2023,Beetroot,38
21-02-2023,Beetroot,38
22-02-2023,Beetroot,38
23-02-2023,Beetroot,37
24-02-2023,Beetroot,37
25-02-2023,Beetroot,35
26-02-2023,Beetroot,35
27-02-2023,Beetroot,35
28-02-2023,Beetroot,34
01-03-2023,Beetroot,34
02-03-2023,Beetroot,34
03-03-2023,Beetroot,34
04-03-2023,Beetroot,30
05-03-2023,Beetroot,30
06-03-2023,Beetroot,30
07-03-2023,Beetroot,30
08-03-2023,Beetroot,30
09-03-2023,Beetroot,30
10-03-2023,Beetroot,25
11-03-2023,Beetroot,25
12-03-2023,Beetroot,25
13-03-2023,Beetroot,25
14-03-2023,Beetroot,24
15-03-2023,Beetroot,24
16-03-2023,Beetroot,24
17-03-2023,Beetroot,28
18-03-2023,Beetroot,28
19-03-2023,Beetroot,29
20-03-2023,Beetroot,29
21-03-2023,Beetroot,29
22-03-2023,Beetroot,29
23-03-2023,Beetroot,29
24-03-2023,Beetroot,24
25-03-2023,Beetroot,24
26-03-2023,Beetroot,30
27-03-2023,Beetroot,30
28-03-2023,Beetroot,30
29-03-2023,Beetroot,28
30-03-2023,Beetroot,28
31-03-2023,Beetroot,28
01-02-2022,Potato,23
02-02-2022,Potato,26
03-02-2022,Potato,26
04-02-2022,Potato,26
05-02-2022,Potato,26
06-02-2022,Potato,26
07-02-2022,Potato,26
08-02-2022,Potato,20
09-02-2022,Potato,20
10-02-2022,Potato,20
11-02-2022,Potato,20
12-02-2022,Potato,23
13-02-2022,Potato,23
14-02-2022,Potato,23
15-02-2022,Potato,23
16-02-2022,Potato,23
17-02-2022,Potato,20
18-02-2022,Potato,20
19-02-2022,Potato,20
20-02-2022,Potato,20
21-02-2022,Potato,20
22-02-2022,Potato,20
23-02-2022,Potato,20
24-02-2022,Potato,20
25-02-2022,Potato,20
26-02-2022,Potato,20
27-02-2022,Potato,20
28-02-2022,Potato,23
01-03-2022,Potato,23
02-03-2022,Potato,23
03-03-2022,Potato,23
04-03-2022,Potato,25
05-03-2022,Potato,25
06-03-2022,Potato,25
07-03-2022,Potato,22
08-03-2022,Potato,22
09-03-2022,Potato,22
10-03-2022,Potato,22
11-03-2022,Potato,22
12-03-2022,Potato,22
13-03-2022,Potato,22
14-03-2022,Potato,26
15-03-2022,Potato,26
16-03-2022,Potato,26
17-03-2022,Potato,21
18-03-2022,Potato,21
19-03-2022,Potato,21
20-03-2022,Potato,20
21-03-2022,Potato,20
22-03-2022,Potato,22
23-03-2022,Potato,22
24-03-2022,Potato,22
25-03-2022,Potato,21
26-03-2022,Potato,21
27-03-2022,Potato,21
28-03-2022,Potato,23
29-03-2022,Potato,23
30-03-2022,Potato,23
31-03-2022,Potato,23
01-04-2022,Potato,25
02-04-2022,Potato,25
03-04-2022,Potato,25
04-04-2022,Potato,24
05-04-2022,Potato,24
06-04-2022,Potato,24
07-04-2022,Potato,23
08-04-2022,Potato,23
09-04-2022,Potato,23
10-04-2022,Potato,20
11-04-2022,Potato,20
12-04-2022,Potato,20
13-04-2022,Potato,23
14-04-2022,Potato,23
15-04-2022,Potato,23
16-04-2022,Potato,23
17-04-2022,Potato,21
18-04-2022,Potato,21
19-04-2022,Potato,21
20-04-2022,Potato,21
21-04-2022,Potato,21
22-04-2022,Potato,21
23-04-2022,Potato,21
24-04-2022,Potato,25
25-04-2022,Potato,25
26-04-2022,Potato,25
27-04-2022,Potato,26
28-04-2022,Potato,26
29-04-2022,Potato,26
30-04-2022,Potato,24
01-05-2022,Potato,24
02-05-2022,Potato,25
03-05-2022,Potato,25
04-05-2022,Potato,25
05-05-2022,Potato,25
06-05-2022,Potato,25
07-05-2022,Potato,25
08-05-2022,Potato,24
09-05-2022,Potato,24
10-05-2022,Potato,24
11-05-2022,Potato,24
12-05-2022,Potato,24
13-05-2022,Potato,24
14-05-2022,Potato,24
15-05-2022,Potato,26
16-05-2022,Potato,26
17-05-2022,Potato,26
18-05-2022,Potato,25
19-05-2022,Potato,25
20-05-2022,Potato,25
21-05-2022,Potato,27
22-05-2022,Potato,27
23-05-2022,Potato,27
24-05-2022,Potato,27
25-05-2022,Potato,28
26-05-2022,Potato,28
27-05-2022,Potato,28
28-05-2022,Potato,27
29-05-2022,Potato,27
30-05-2022,Potato,27
31-05-2022,Potato,27
01-06-2022,Potato,26
02-06-2022,Potato,26
03-06-2022,Potato,26
04-06-2022,Potato,27
05-06-2022,Potato,27
06-06-2022,Potato,27
07-06-2022,Potato,26
08-06-2022,Potato,26
09-06-2022,Potato,26
10-06-2022,Potato,26
11-06-2022,Potato,34
12-06-2022,Potato,34
13-06-2022,Potato,34
14-06-2022,Potato,34
15-06-2022,Potato,34
16-06-2022,Potato,34
17-06-2022,Potato,34
18-06-2022,Potato,30
19-06-2022,Potato,30
20-06-2022,Potato,31
21-06-2022,Potato,31
22-06-2022,Potato,31
23-06-2022,Potato,28
24-06-2022,Potato,28
25-06-2022,Potato,28
26-06-2022,Potato,28
27-06-2022,Potato,29
28-06-2022,Potato,29
29-06-2022,Potato,29
30-06-2022,Potato,29
01-07-2022,Potato,29
02-07-2022,Potato,29
03-07-2022,Potato,29
04-07-2022,Potato,24
05-07-2022,Potato,24
06-07-2022,Potato,24
07-07-2022,Potato,24
08-07-2022,Potato,24
09-07-2022,Potato,24
10-07-2022,Potato,24
11-07-2022,Potato,24
12-07-2022,Potato,23
13-07-2022,Potato,23
14-07-2022,Potato,24
15-07-2022,Potato,24
16-07-2022,Potato,24
17-07-2022,Potato,29
18-07-2022,Potato,29
19-07-2022,Potato,29
20-07-2022,Potato,29
21-07-2022,Potato,34
22-07-2022,Potato,34
23-07-2022,Potato,34
24-07-2022,Potato,33
25-07-2022,Potato,33
26-07-2022,Potato,33
27-07-2022,Potato,33
28-07-2022,Potato,33
29-07-2022,Potato,33
30-07-2022,Potato,33
31-07-2022,Potato,33
01-08-2022,Potato,30
02-08-2022,Potato,30
03-08-2022,Potato,30
04-08-2022,Potato,31
05-08-2022,Potato,31
06-08-2022,Potato,31
07-08-2022,Potato,31
08-08-2022,Potato,34
09-08-2022,Potato,34
10-08-2022,Potato,34
11-08-2022,Potato,34
12-08-2022,Potato,34
13-08-2022,Potato,33
14-08-2022,Potato,33
15-08-2022,Potato,33
16-08-2022,Potato,33
17-08-2022,Potato,33
18-08-2022,Potato,32
19-08-2022,Potato,32
20-08-2022,Potato,32
21-08-2022,Potato,32
22-08-2022,Potato,32
23-08-2022,Potato,32
24-08-2022,Potato,37
25-08-2022,Potato,37
26-08-2022,Potato,35
27-08-2022,Potato,35
28-08-2022,Potato,35
29-08-2022,Potato,35
30-08-2022,Potato,36
31-08-2022,Potato,36
01-09-2022,Potato,33
02-09-2022,Potato,33
03-09-2022,Potato,33
04-09-2022,Potato,33
05-09-2022,Potato,33
06-09-2022,Potato,33
07-09-2022,Potato,33
08-09-2022,Potato,33
09-09-2022,Potato,33
10-09-2022,Potato,31
11-09-2022,Potato,32
12-09-2022,Potato,32
13-09-2022,Potato,32
14-09-2022,Potato,32
15-09-2022,Potato,32
16-09-2022,Potato,28
17-09-2022,Potato,28
18-09-2022,Potato,28
19-09-2022,Potato,29
20-09-2022,Potato,29
21-09-2022,Potato,29
22-09-2022,Potato,34
23-09-2022,Potato,34
24-09-2022,Potato,34
25-09-2022,Potato,32
26-09-2022,Potato,32
27-09-2022,Potato,32
28-09-2022,Potato,31
29-09-2022,Potato,31
30-09-2022,Potato,32
01-10-2022,Potato,32
02-10-2022,Potato,32
03-10-2022,Potato,33
04-10-2022,Potato,33
05-10-2022,Potato,33
06-10-2022,Potato,36
07-10-2022,Potato,36
08-10-2022,Potato,31
09-10-2022,Potato,31
10-10-2022,Potato,31
11-10-2022,Potato,31
12-10-2022,Potato,35
13-10-2022,Potato,35
14-10-2022,Potato,35
15-10-2022,Potato,32
16-10-2022,Potato,32
17-10-2022,Potato,32
18-10-2022,Potato,31
19-10-2022,Potato,31
20-10-2022,Potato,31
21-10-2022,Potato,31
22-10-2022,Potato,31
23-10-2022,Potato,31
24-10-2022,Potato,30
25-10-2022,Potato,30
26-10-2022,Potato,30
27-10-2022,Potato,33
28-10-2022,Potato,33
29-10-2022,Potato,28
30-10-2022,Potato,28
31-10-2022,Potato,28
01-11-2022,Potato,28
02-11-2022,Potato,28
03-11-2022,Potato,36
04-11-2022,Potato,36
05-11-2022,Potato,36
06-11-2022,Potato,35
07-11-2022,Potato,35
08-11-2022,Potato,35
09-11-2022,Potato,36
10-11-2022,Potato,36
11-11-2022,Potato,36
12-11-2022,Potato,38
13-11-2022,Potato,38
14-11-2022,Potato,38
15-11-2022,Potato,38
16-11-2022,Potato,38
17-11-2022,Potato,38
18-11-2022,Potato,33
19-11-2022,Potato,33
20-11-2022,Potato,33
21-11-2022,Potato,31
22-11-2022,Potato,31
23-11-2022,Potato,31
24-11-2022,Potato,31
25-11-2022,Potato,31
26-11-2022,Potato,36
27-11-2022,Potato,36
28-11-2022,Potato,35
29-11-2022,Potato,35
30-11-2022,Potato,30
01-12-2022,Potato,30
02-12-2022,Potato,30
03-12-2022,Potato,30
04-12-2022,Potato,30
05-12-2022,Potato,30
06-12-2022,Potato,30
07-12-2022,Potato,31
08-12-2022,Potato,31
09-12-2022,Potato,31
10-12-2022,Potato,32
11-12-2022,Potato,32
12-12-2022,Potato,32
13-12-2022,Potato,32
14-12-2022,Potato,30
15-12-2022,Potato,30
16-12-2022,Potato,30
17-12-2022,Potato,30
18-12-2022,Potato,33
19-12-2022,Potato,33
20-12-2022,Potato,33
21-12-2022,Potato,33
22-12-2022,Potato,34
23-12-2022,Potato,34
24-12-2022,Potato,30
25-12-2022,Potato,30
26-12-2022,Potato,30
27-12-2022,Potato,27
28-12-2022,Potato,27
29-12-2022,Potato,32
30-12-2022,Potato,32
31-12-2022,Potato,32
01-01-2023,Potato,32
02-01-2023,Potato,25
03-01-2023,Potato,25
04-01-2023,Potato,27
05-01-2023,Potato,27
06-01-2023,Potato,27
07-01-2023,Potato,27
08-01-2023,Potato,27
09-01-2023,Potato,27
10-01-2023,Potato,27
11-01-2023,Potato,29
12-01-2023,Potato,29
13-01-2023,Potato,29
14-01-2023,Potato,26
15-01-2023,Potato,26
16-01-2023,Potato,26
17-01-2023,Potato,26
18-01-2023,Potato,33
19-01-2023,Potato,33
20-01-2023,Potato,30
21-01-2023,Potato,35
22-01-2023,Potato,35
23-01-2023,Potato,35
24-01-2023,Potato,35
25-01-2023,Potato,34
26-01-2023,Potato,34
27-01-2023,Potato,34
28-01-2023,Potato,27
29-01-2023,Potato,27
30-01-2023,Potato,27
31-01-2023,Potato,36
01-02-2023,Potato,36
02-02-2023,Potato,36
03-02-2023,Potato,38
04-02-2023,Potato,38
05-02-2023,Potato,38
06-02-2023,Potato,36
07-02-2023,Potato,36
08-02-2023,Potato,36
09-02-2023,Potato,32
10-02-2023,Potato,32
11-02-2023,Potato,32
12-02-2023,Potato,38
13-02-2023,Potato,38
14-02-2023,Potato,38
15-02-2023,Potato,38
16-02-2023,Potato,32
17-02-2023,Potato,32
18-02-2023,Potato,32
19-02-2023,Potato,32
20-02-2023,Potato,32
21-02-2023,Potato,32
22-02-2023,Potato,32
23-02-2023,Potato,38
24-02-2023,Potato,38
25-02-2023,Potato,36
26-02-2023,Potato,36
27-02-2023,Potato,36
28-02-2023,Potato,35
01-03-2023,Potato,35
02-03-2023,Potato,35
03-03-2023,Potato,35
04-03-2023,Potato,27
05-03-2023,Potato,27
06-03-2023,Potato,27
07-03-2023,Potato,27
08-03-2023,Potato,27
09-03-2023,Potato,27
10-03-2023,Potato,27
11-03-2023,Potato,27
12-03-2023,Potato,27
13-03-2023,Potato,27
14-03-2023,Potato,28
15-03-2023,Potato,28
16-03-2023,Potato,28
17-03-2023,Potato,28
18-03-2023,Potato,28
19-03-2023,Potato,27
20-03-2023,Potato,27
21-03-2023,Potato,27
22-03-2023,Potato,27
23-03-2023,Potato,27
24-03-2023,Potato,33
25-03-2023,Potato,33
26-03-2023,Potato,31
27-03-2023,Potato,31
28-03-2023,Potato,31
29-03-2023,Potato,32
30-03-2023,Potato,32
31-03-2023,Potato,32
01-02-2022,Raw Banana Plantain,6
02-02-2022,Raw Banana Plantain,5
03-02-2022,Raw Banana Plantain,5
04-02-2022,Raw Banana Plantain,5
05-02-2022,Raw Banana Plantain,6
06-02-2022,Raw Banana Plantain,6
07-02-2022,Raw Banana Plantain,6
08-02-2022,Raw Banana Plantain,7
09-02-2022,Raw Banana Plantain,7
10-02-2022,Raw Banana Plantain,7
11-02-2022,Raw Banana Plantain,7
12-02-2022,Raw Banana Plantain,7
13-02-2022,Raw Banana Plantain,7
14-02-2022,Raw Banana Plantain,5
15-02-2022,Raw Banana Plantain,5
16-02-2022,Raw Banana Plantain,5
17-02-2022,Raw Banana Plantain,4
18-02-2022,Raw Banana Plantain,4
19-02-2022,Raw Banana Plantain,4
20-02-2022,Raw Banana Plantain,4
21-02-2022,Raw Banana Plantain,4
22-02-2022,Raw Banana Plantain,4
23-02-2022,Raw Banana Plantain,4
24-02-2022,Raw Banana Plantain,4
25-02-2022,Raw Banana Plantain,4
26-02-2022,Raw Banana Plantain,4
27-02-2022,Raw Banana Plantain,4
28-02-2022,Raw Banana Plantain,4
01-03-2022,Raw Banana Plantain,4
02-03-2022,Raw Banana Plantain,4
03-03-2022,Raw Banana Plantain,4
04-03-2022,Raw Banana Plantain,7
05-03-2022,Raw Banana Plantain,7
06-03-2022,Raw Banana Plantain,7
07-03-2022,Raw Banana Plantain,6
08-03-2022,Raw Banana Plantain,6
09-03-2022,Raw Banana Plantain,6
10-03-2022,Raw Banana Plantain,6
11-03-2022,Raw Banana Plantain,6
12-03-2022,Raw Banana Plantain,6
13-03-2022,Raw Banana Plantain,6
14-03-2022,Raw Banana Plantain,6
15-03-2022,Raw Banana Plantain,6
16-03-2022,Raw Banana Plantain,6
17-03-2022,Raw Banana Plantain,7
18-03-2022,Raw Banana Plantain,7
19-03-2022,Raw Banana Plantain,7
20-03-2022,Raw Banana Plantain,6
21-03-2022,Raw Banana Plantain,6
22-03-2022,Raw Banana Plantain,5
23-03-2022,Raw Banana Plantain,5
24-03-2022,Raw Banana Plantain,5
25-03-2022,Raw Banana Plantain,6
26-03-2022,Raw Banana Plantain,6
27-03-2022,Raw Banana Plantain,6
28-03-2022,Raw Banana Plantain,10
29-03-2022,Raw Banana Plantain,10
30-03-2022,Raw Banana Plantain,10
31-03-2022,Raw Banana Plantain,10
01-04-2022,Raw Banana Plantain,5
02-04-2022,Raw Banana Plantain,5
03-04-2022,Raw Banana Plantain,5
04-04-2022,Raw Banana Plantain,6
05-04-2022,Raw Banana Plantain,6
06-04-2022,Raw Banana Plantain,6
07-04-2022,Raw Banana Plantain,7
08-04-2022,Raw Banana Plantain,7
09-04-2022,Raw Banana Plantain,7
10-04-2022,Raw Banana Plantain,9
11-04-2022,Raw Banana Plantain,9
12-04-2022,Raw Banana Plantain,9
13-04-2022,Raw Banana Plantain,10
14-04-2022,Raw Banana Plantain,10
15-04-2022,Raw Banana Plantain,10
16-04-2022,Raw Banana Plantain,10
17-04-2022,Raw Banana Plantain,9
18-04-2022,Raw Banana Plantain,9
19-04-2022,Raw Banana Plantain,9
20-04-2022,Raw Banana Plantain,9
21-04-2022,Raw Banana Plantain,9
22-04-2022,Raw Banana Plantain,9
23-04-2022,Raw Banana Plantain,9
24-04-2022,Raw Banana Plantain,6
25-04-2022,Raw Banana Plantain,6
26-04-2022,Raw Banana Plantain,6
27-04-2022,Raw Banana Plantain,8
28-04-2022,Raw Banana Plantain,8
29-04-2022,Raw Banana Plantain,8
30-04-2022,Raw Banana Plantain,5
01-05-2022,Raw Banana Plantain,5
02-05-2022,Raw Banana Plantain,6
03-05-2022,Raw Banana Plantain,6
04-05-2022,Raw Banana Plantain,6
05-05-2022,Raw Banana Plantain,8
06-05-2022,Raw Banana Plantain,8
07-05-2022,Raw Banana Plantain,8
08-05-2022,Raw Banana Plantain,6
09-05-2022,Raw Banana Plantain,6
10-05-2022,Raw Banana Plantain,6
11-05-2022,Raw Banana Plantain,8
12-05-2022,Raw Banana Plantain,8
13-05-2022,Raw Banana Plantain,8
14-05-2022,Raw Banana Plantain,8
15-05-2022,Raw Banana Plantain,5
16-05-2022,Raw Banana Plantain,5
17-05-2022,Raw Banana Plantain,5
18-05-2022,Raw Banana Plantain,6
19-05-2022,Raw Banana Plantain,6
20-05-2022,Raw Banana Plantain,6
21-05-2022,Raw Banana Plantain,8
22-05-2022,Raw Banana Plantain,8
23-05-2022,Raw Banana Plantain,8
24-05-2022,Raw Banana Plantain,8
25-05-2022,Raw Banana Plantain,5
26-05-2022,Raw Banana Plantain,5
27-05-2022,Raw Banana Plantain,5
28-05-2022,Raw Banana Plantain,8
29-05-2022,Raw Banana Plantain,8
30-05-2022,Raw Banana Plantain,8
31-05-2022,Raw Banana Plantain,8
01-06-2022,Raw Banana Plantain,7
02-06-2022,Raw Banana Plantain,7
03-06-2022,Raw Banana Plantain,7
04-06-2022,Raw Banana Plantain,7
05-06-2022,Raw Banana Plantain,7
06-06-2022,Raw Banana Plantain,7
07-06-2022,Raw Banana Plantain,7
08-06-2022,Raw Banana Plantain,7
09-06-2022,Raw Banana Plantain,7
10-06-2022,Raw Banana Plantain,7
11-06-2022,Raw Banana Plantain,6
12-06-2022,Raw Banana Plantain,6
13-06-2022,Raw Banana Plantain,6
14-06-2022,Raw Banana Plantain,5
15-06-2022,Raw Banana Plantain,5
16-06-2022,Raw Banana Plantain,5
17-06-2022,Raw Banana Plantain,5
18-06-2022,Raw Banana Plantain,7
19-06-2022,Raw Banana Plantain,7
20-06-2022,Raw Banana Plantain,8
21-06-2022,Raw Banana Plantain,8
22-06-2022,Raw Banana Plantain,8
23-06-2022,Raw Banana Plantain,9
24-06-2022,Raw Banana Plantain,9
25-06-2022,Raw Banana Plantain,9
26-06-2022,Raw Banana Plantain,9
27-06-2022,Raw Banana Plantain,5
28-06-2022,Raw Banana Plantain,5
29-06-2022,Raw Banana Plantain,5
30-06-2022,Raw Banana Plantain,5
01-07-2022,Raw Banana Plantain,7
02-07-2022,Raw Banana Plantain,7
03-07-2022,Raw Banana Plantain,7
04-07-2022,Raw Banana Plantain,5
05-07-2022,Raw Banana Plantain,5
06-07-2022,Raw Banana Plantain,5
07-07-2022,Raw Banana Plantain,5
08-07-2022,Raw Banana Plantain,5
09-07-2022,Raw Banana Plantain,9
10-07-2022,Raw Banana Plantain,9
11-07-2022,Raw Banana Plantain,9
12-07-2022,Raw Banana Plantain,5
13-07-2022,Raw Banana Plantain,5
14-07-2022,Raw Banana Plantain,5
15-07-2022,Raw Banana Plantain,5
16-07-2022,Raw Banana Plantain,5
17-07-2022,Raw Banana Plantain,8
18-07-2022,Raw Banana Plantain,8
19-07-2022,Raw Banana Plantain,8
20-07-2022,Raw Banana Plantain,8
21-07-2022,Raw Banana Plantain,8
22-07-2022,Raw Banana Plantain,8
23-07-2022,Raw Banana Plantain,8
24-07-2022,Raw Banana Plantain,9
25-07-2022,Raw Banana Plantain,9
26-07-2022,Raw Banana Plantain,9
27-07-2022,Raw Banana Plantain,9
28-07-2022,Raw Banana Plantain,9
29-07-2022,Raw Banana Plantain,9
30-07-2022,Raw Banana Plantain,9
31-07-2022,Raw Banana Plantain,9
01-08-2022,Raw Banana Plantain,8
02-08-2022,Raw Banana Plantain,8
03-08-2022,Raw Banana Plantain,8
04-08-2022,Raw Banana Plantain,10
05-08-2022,Raw Banana Plantain,10
06-08-2022,Raw Banana Plantain,10
07-08-2022,Raw Banana Plantain,10
08-08-2022,Raw Banana Plantain,7
09-08-2022,Raw Banana Plantain,7
